seed,round,seat,level,gold,unit_id,definition,star,on_board,column,row,bench
1,6,4,5,12,105,wc_u_halfling_mage,1,0,-1,-1,6
1,6,4,5,12,106,wc_u_dragonkin_priest,1,0,-1,-1,7
1,6,5,5,11,6,wc_u_human_warrior,1,0,-1,-1,2
1,6,5,5,11,22,wc_u_halfling_warrior,2,1,3,3,-1
1,6,5,5,11,32,wc_u_halfling_ranger,2,1,1,0,-1
1,6,5,5,11,41,wc_u_orc_guardian,1,1,4,3,-1
1,6,5,5,11,73,wc_u_dwarf_guardian,1,1,3,2,-1
1,6,5,5,11,82,wc_u_orc_warrior,1,1,2,3,-1
1,6,5,5,11,136,wc_u_orc_warrior,1,0,-1,-1,5
1,6,5,5,11,140,wc_u_halfling_warrior,1,0,-1,-1,6
1,6,5,5,11,164,wc_u_halfling_ranger,1,0,-1,-1,0
1,6,5,5,11,166,wc_u_elf_ranger,1,0,-1,-1,1
1,6,6,5,17,7,wc_u_human_guardian,2,1,3,3,-1
1,6,6,5,17,23,wc_u_halfling_warrior,2,1,3,2,-1
1,6,6,5,17,42,wc_u_orc_warrior,1,1,3,1,-1
1,6,6,5,17,47,wc_u_dwarf_ranger,1,1,2,0,-1
1,6,6,5,17,61,wc_u_halfling_mage,1,0,-1,-1,1
1,6,6,5,17,74,wc_u_halfling_ranger,1,0,-1,-1,5
1,6,6,5,17,83,wc_u_halfling_mage,1,0,-1,-1,2
1,6,6,5,17,98,wc_u_human_priest,1,0,-1,-1,3
1,6,6,5,17,103,wc_u_human_priest,1,0,-1,-1,4
1,6,6,5,17,112,wc_u_dwarf_guardian,1,1,4,3,-1
1,6,6,5,17,122,wc_u_halfling_warrior,1,0,-1,-1,6
1,6,6,5,17,132,wc_u_elf_ranger,1,0,-1,-1,0
1,6,6,5,17,137,wc_u_halfling_ranger,1,0,-1,-1,7
1,6,7,5,13,8,wc_u_dwarf_guardian,2,1,3,3,-1
1,6,7,5,13,16,wc_u_orc_rogue,1,0,-1,-1,1
1,6,7,5,13,24,wc_u_halfling_warrior,2,1,2,3,-1
1,6,7,5,13,35,wc_u_human_priest,2,0,-1,-1,0
1,6,7,5,13,43,wc_u_human_guardian,1,1,4,3,-1
1,6,7,5,13,113,wc_u_orc_guardian,1,1,3,2,-1
1,6,7,5,13,118,wc_u_halfling_ranger,2,1,1,0,-1
1,6,7,5,13,125,wc_u_elf_ranger,1,0,-1,-1,3
1,6,7,5,13,126,wc_u_dragonkin_ranger,1,0,-1,-1,4
1,6,7,5,13,141,wc_u_human_guardian,1,0,-1,-1,2
1,6,7,5,13,142,wc_u_halfling_warrior,1,0,-1,-1,5
1,6,7,5,13,147,wc_u_halfling_warrior,1,0,-1,-1,6
1,6,7,5,13,149,wc_u_orc_rogue,1,0,-1,-1,7
1,7,0,6,11,1,wc_u_dwarf_guardian,1,1,5,3,-1
1,7,0,6,11,9,wc_u_halfling_ranger,2,1,3,0,-1
1,7,0,6,11,27,wc_u_human_priest,1,0,-1,-1,0
1,7,0,6,11,36,wc_u_human_guardian,2,1,4,3,-1
1,7,0,6,11,52,wc_u_halfling_warrior,2,1,3,2,-1
1,7,0,6,11,66,wc_u_halfling_ranger,1,0,-1,-1,3
1,7,0,6,11,70,wc_u_orc_warrior,2,1,3,3,-1
1,7,0,6,11,93,wc_u_human_warrior,1,1,2,3,-1
1,7,0,6,11,127,wc_u_halfling_rogue,1,0,-1,-1,4
1,7,0,6,11,128,wc_u_halfling_rogue,1,0,-1,-1,5
1,7,0,6,11,143,wc_u_elf_ranger,1,0,-1,-1,6
1,7,0,6,11,175,wc_u_dwarf_priest,1,0,-1,-1,2
1,7,0,6,11,181,wc_u_elf_ranger,1,0,-1,-1,1
1,7,1,6,10,2,wc_u_halfling_warrior,2,1,3,3,-1
1,7,1,6,10,10,wc_u_halfling_rogue,1,0,-1,-1,0
1,7,1,6,10,18,wc_u_elf_ranger,2,1,4,1,-1
1,7,1,6,10,37,wc_u_elf_rogue,1,1,3,2,-1
1,7,1,6,10,53,wc_u_halfling_ranger,1,0,-1,-1,2
1,7,1,6,10,63,wc_u_human_priest,1,0,-1,-1,3
1,7,1,6,10,94,wc_u_human_priest,1,0,-1,-1,6
1,7,1,6,10,115,wc_u_dwarf_guardian,2,1,4,3,-1
1,7,1,6,10,135,wc_u_orc_rogue,1,1,0,2,-1
1,7,1,6,10,158,wc_u_elf_priest,2,0,-1,-1,1
1,7,1,6,10,176,wc_u_human_warrior,1,1,7,3,-1
1,7,2,6,14,3,wc_u_dwarf_guardian,2,1,3,3,-1
1,7,2,6,14,29,wc_u_halfling_ranger,1,0,-1,-1,0
1,7,2,6,14,44,wc_u_dwarf_priest,1,0,-1,-1,2
1,7,2,6,14,49,wc_u_human_priest,2,1,4,2,-1
1,7,2,6,14,58,wc_u_halfling_warrior,2,1,4,3,-1
1,7,2,6,14,71,wc_u_orc_warrior,1,0,-1,-1,4
1,7,2,6,14,87,wc_u_elf_ranger,1,0,-1,-1,3
1,7,2,6,14,109,wc_u_human_guardian,1,1,3,2,-1
1,7,2,6,14,139,wc_u_halfling_warrior,1,0,-1,-1,7
1,7,2,6,14,162,wc_u_dwarf_warrior,1,1,2,3,-1
1,7,2,6,14,170,wc_u_orc_guardian,1,1,3,1,-1
1,7,2,6,14,182,wc_u_halfling_ranger,1,0,-1,-1,6
1,7,2,6,14,188,wc_u_halfling_warrior,1,0,-1,-1,5
1,7,2,6,14,189,wc_u_elf_priest,1,0,-1,-1,1
1,7,3,6,14,4,wc_u_dwarf_warrior,1,1,3,3,-1
1,7,3,6,14,12,wc_u_orc_warrior,1,1,4,3,-1
1,7,3,6,14,20,wc_u_halfling_warrior,2,1,5,3,-1
1,7,3,6,14,30,wc_u_halfling_mage,1,0,-1,-1,0
1,7,3,6,14,39,wc_u_dwarf_ranger,1,0,-1,-1,1
1,7,3,6,14,59,wc_u_halfling_ranger,1,0,-1,-1,3
1,7,3,6,14,77,wc_u_human_warrior,1,1,3,2,-1
1,7,3,6,14,96,wc_u_human_guardian,1,1,1,3,-1
1,7,3,6,14,101,wc_u_dwarf_guardian,1,0,-1,-1,4
1,7,3,6,14,104,wc_u_dragonkin_ranger,1,0,-1,-1,5
1,7,3,6,14,110,wc_u_orc_rogue,1,1,2,3,-1
1,7,3,6,14,117,wc_u_dwarf_guardian,1,0,-1,-1,7
1,7,3,6,14,124,wc_u_human_mage,1,0,-1,-1,6
1,7,3,6,14,171,wc_u_elf_priest,1,0,-1,-1,2
1,7,4,6,10,5,wc_u_human_guardian,1,1,4,3,-1
1,7,4,6,10,13,wc_u_orc_rogue,1,1,2,0,-1
1,7,4,6,10,21,wc_u_halfling_ranger,2,1,3,0,-1
1,7,4,6,10,31,wc_u_dwarf_priest,1,0,-1,-1,0
1,7,4,6,10,40,wc_u_dwarf_ranger,1,1,0,0,-1
1,7,4,6,10,50,wc_u_elf_ranger,1,0,-1,-1,2
1,7,4,6,10,60,wc_u_halfling_mage,2,1,3,1,-1
1,7,4,6,10,64,wc_u_elf_priest,1,0,-1,-1,3
1,7,4,6,10,78,wc_u_dwarf_guardian,1,1,3,3,-1
1,7,4,6,10,97,wc_u_dwarf_priest,1,0,-1,-1,4
1,7,4,6,10,102,wc_u_halfling_ranger,1,0,-1,-1,5
1,7,4,6,10,106,wc_u_dragonkin_priest,1,0,-1,-1,7
1,7,4,6,10,183,wc_u_halfling_warrior,1,0,-1,-1,1
1,7,4,6,10,185,wc_u_halfling_ranger,1,0,-1,-1,6
1,7,5,6,10,6,wc_u_human_warrior,1,0,-1,-1,3
1,7,5,6,10,22,wc_u_halfling_warrior,2,1,3,3,-1
1,7,5,6,10,32,wc_u_halfling_ranger,2,1,1,0,-1
1,7,5,6,10,41,wc_u_orc_guardian,1,1,4,3,-1
1,7,5,6,10,73,wc_u_dwarf_guardian,2,1,5,3,-1
1,7,5,6,10,82,wc_u_orc_warrior,1,1,2,3,-1
1,7,5,6,10,136,wc_u_orc_warrior,1,0,-1,-1,5
1,7,5,6,10,140,wc_u_halfling_warrior,1,0,-1,-1,6
1,7,5,6,10,164,wc_u_halfling_ranger,1,0,-1,-1,0
1,7,5,6,10,173,wc_u_halfling_ranger,1,0,-1,-1,2
1,7,5,6,10,177,wc_u_human_guardian,1,1,3,2,-1
1,7,6,6,18,7,wc_u_human_guardian,2,1,3,3,-1
1,7,6,6,18,23,wc_u_halfling_warrior,2,1,3,2,-1
1,7,6,6,18,42,wc_u_orc_warrior,1,0,-1,-1,6
1,7,6,6,18,47,wc_u_dwarf_ranger,1,1,2,0,-1
1,7,6,6,18,61,wc_u_halfling_mage,1,0,-1,-1,1
1,7,6,6,18,74,wc_u_halfling_ranger,1,1,2,1,-1
1,7,6,6,18,83,wc_u_halfling_mage,1,0,-1,-1,2
1,7,6,6,18,98,wc_u_human_priest,1,0,-1,-1,3
1,7,6,6,18,103,wc_u_human_priest,1,0,-1,-1,4
1,7,6,6,18,112,wc_u_dwarf_guardian,1,1,4,3,-1
1,7,6,6,18,122,wc_u_halfling_warrior,1,0,-1,-1,5
1,7,6,6,18,132,wc_u_elf_ranger,1,0,-1,-1,0
1,7,6,6,18,137,wc_u_halfling_ranger,1,0,-1,-1,7
1,7,6,6,18,178,wc_u_human_warrior,1,1,3,1,-1
1,7,7,6,10,8,wc_u_dwarf_guardian,2,1,3,3,-1
1,7,7,6,10,16,wc_u_orc_rogue,1,0,-1,-1,1
1,7,7,6,10,24,wc_u_halfling_warrior,2,1,2,3,-1
1,7,7,6,10,35,wc_u_human_priest,2,0,-1,-1,0
1,7,7,6,10,43,wc_u_human_guardian,2,1,4,3,-1
1,7,7,6,10,113,wc_u_orc_guardian,2,1,3,2,-1
1,7,7,6,10,118,wc_u_halfling_ranger,2,1,1,0,-1
1,7,7,6,10,125,wc_u_elf_ranger,1,0,-1,-1,3
1,7,7,6,10,142,wc_u_halfling_warrior,2,1,5,3,-1
1,7,7,6,10,149,wc_u_orc_rogue,1,0,-1,-1,7
1,8,0,6,10,1,wc_u_dwarf_guardian,1,0,-1,-1,4
1,8,0,6,10,9,wc_u_halfling_ranger,2,1,3,0,-1
1,8,0,6,10,27,wc_u_human_priest,1,0,-1,-1,0
1,8,0,6,10,36,wc_u_human_guardian,2,1,4,3,-1
1,8,0,6,10,52,wc_u_halfling_warrior,2,1,3,2,-1
1,8,0,6,10,66,wc_u_halfling_ranger,1,0,-1,-1,3
1,8,0,6,10,70,wc_u_orc_warrior,2,1,3,3,-1
1,8,0,6,10,93,wc_u_human_warrior,1,0,-1,-1,2
1,8,0,6,10,127,wc_u_halfling_rogue,2,1,5,3,-1
1,8,0,6,10,143,wc_u_elf_ranger,1,0,-1,-1,6
1,8,0,6,10,181,wc_u_elf_ranger,1,0,-1,-1,1
1,8,0,6,10,200,wc_u_orc_warrior,1,0,-1,-1,5
1,8,0,6,10,205,wc_u_dwarf_warrior,1,0,-1,-1,7
1,8,0,6,10,210,wc_u_dragonkin_guardian,1,1,2,3,-1
1,8,1,6,10,2,wc_u_halfling_warrior,2,1,3,3,-1
1,8,1,6,10,10,wc_u_halfling_rogue,1,0,-1,-1,0
1,8,1,6,10,18,wc_u_elf_ranger,2,1,4,1,-1
1,8,1,6,10,37,wc_u_elf_rogue,1,1,3,2,-1
1,8,1,6,10,53,wc_u_halfling_ranger,1,0,-1,-1,2
1,8,1,6,10,63,wc_u_human_priest,2,0,-1,-1,3
1,8,1,6,10,115,wc_u_dwarf_guardian,2,1,4,3,-1
1,8,1,6,10,135,wc_u_orc_rogue,1,1,0,2,-1
1,8,1,6,10,158,wc_u_elf_priest,2,0,-1,-1,1
1,8,1,6,10,176,wc_u_human_warrior,1,1,7,3,-1
1,8,1,6,10,197,wc_u_dwarf_guardian,1,0,-1,-1,4
1,8,1,6,10,201,wc_u_halfling_warrior,1,0,-1,-1,5
1,8,1,6,10,207,wc_u_dwarf_priest,1,0,-1,-1,6
1,8,2,6,17,3,wc_u_dwarf_guardian,2,1,3,3,-1
1,8,2,6,17,29,wc_u_halfling_ranger,1,0,-1,-1,0
1,8,2,6,17,44,wc_u_dwarf_priest,1,0,-1,-1,2
1,8,2,6,17,49,wc_u_human_priest,2,1,4,2,-1
1,8,2,6,17,58,wc_u_halfling_warrior,2,1,4,3,-1
1,8,2,6,17,71,wc_u_orc_warrior,1,0,-1,-1,4
1,8,2,6,17,109,wc_u_human_guardian,1,1,2,3,-1
1,8,2,6,17,139,wc_u_halfling_warrior,1,0,-1,-1,7
1,8,2,6,17,162,wc_u_dwarf_warrior,1,0,-1,-1,1
1,8,2,6,17,170,wc_u_orc_guardian,1,1,3,2,-1
1,8,2,6,17,182,wc_u_halfling_ranger,1,0,-1,-1,6
1,8,2,6,17,188,wc_u_halfling_warrior,1,0,-1,-1,5
1,8,2,6,17,198,wc_u_elf_ranger,2,1,3,1,-1
1,8,2,6,17,211,wc_u_orc_warrior,1,0,-1,-1,3
1,8,3,6,14,4,wc_u_dwarf_warrior,1,1,1,3,-1
1,8,3,6,14,12,wc_u_orc_warrior,1,1,4,3,-1
1,8,3,6,14,20,wc_u_halfling_warrior,2,1,5,3,-1
1,8,3,6,14,30,wc_u_halfling_mage,1,0,-1,-1,0
1,8,3,6,14,39,wc_u_dwarf_ranger,1,0,-1,-1,1
1,8,3,6,14,59,wc_u_halfling_ranger,1,0,-1,-1,3
1,8,3,6,14,77,wc_u_human_warrior,1,1,3,2,-1
1,8,3,6,14,96,wc_u_human_guardian,1,0,-1,-1,4
1,8,3,6,14,101,wc_u_dwarf_guardian,2,1,3,3,-1
1,8,3,6,14,104,wc_u_dragonkin_ranger,1,0,-1,-1,5
1,8,3,6,14,110,wc_u_orc_rogue,1,1,2,3,-1
1,8,3,6,14,124,wc_u_human_mage,1,0,-1,-1,6
1,8,3,6,14,171,wc_u_elf_priest,2,0,-1,-1,2
1,8,3,6,14,209,wc_u_halfling_rogue,1,0,-1,-1,7
1,8,4,6,16,5,wc_u_human_guardian,1,1,4,3,-1
1,8,4,6,16,13,wc_u_orc_rogue,1,1,2,0,-1
1,8,4,6,16,21,wc_u_halfling_ranger,2,1,3,0,-1
1,8,4,6,16,31,wc_u_dwarf_priest,1,0,-1,-1,0
1,8,4,6,16,40,wc_u_dwarf_ranger,1,1,0,0,-1
1,8,4,6,16,50,wc_u_elf_ranger,1,0,-1,-1,2
1,8,4,6,16,60,wc_u_halfling_mage,2,1,3,1,-1
1,8,4,6,16,64,wc_u_elf_priest,1,0,-1,-1,3
1,8,4,6,16,78,wc_u_dwarf_guardian,1,1,3,3,-1
1,8,4,6,16,97,wc_u_dwarf_priest,1,0,-1,-1,4
1,8,4,6,16,102,wc_u_halfling_ranger,1,0,-1,-1,5
1,8,4,6,16,106,wc_u_dragonkin_priest,1,0,-1,-1,7
1,8,4,6,16,183,wc_u_halfling_warrior,1,0,-1,-1,1
1,8,4,6,16,185,wc_u_halfling_ranger,1,0,-1,-1,6
1,8,5,6,11,6,wc_u_human_warrior,1,0,-1,-1,3
1,8,5,6,11,22,wc_u_halfling_warrior,2,1,3,3,-1
1,8,5,6,11,32,wc_u_halfling_ranger,2,1,1,0,-1
1,8,5,6,11,41,wc_u_orc_guardian,1,1,4,3,-1
1,8,5,6,11,73,wc_u_dwarf_guardian,2,1,5,3,-1
1,8,5,6,11,82,wc_u_orc_warrior,1,1,2,3,-1
1,8,5,6,11,136,wc_u_orc_warrior,1,0,-1,-1,5
1,8,5,6,11,140,wc_u_halfling_warrior,1,0,-1,-1,6
1,8,5,6,11,164,wc_u_halfling_ranger,1,0,-1,-1,0
1,8,5,6,11,173,wc_u_halfling_ranger,1,0,-1,-1,2
1,8,5,6,11,195,wc_u_dwarf_ranger,1,1,3,0,-1
1,8,5,6,11,212,wc_u_dwarf_warrior,1,0,-1,-1,4
1,8,6,6,24,7,wc_u_human_guardian,2,1,3,3,-1
1,8,6,6,24,23,wc_u_halfling_warrior,2,1,3,2,-1
1,8,6,6,24,42,wc_u_orc_warrior,1,0,-1,-1,6
1,8,6,6,24,47,wc_u_dwarf_ranger,1,1,2,0,-1
1,8,6,6,24,61,wc_u_halfling_mage,1,0,-1,-1,1
1,8,6,6,24,74,wc_u_halfling_ranger,1,1,2,1,-1
1,8,6,6,24,83,wc_u_halfling_mage,1,0,-1,-1,2
1,8,6,6,24,98,wc_u_human_priest,1,0,-1,-1,3
1,8,6,6,24,103,wc_u_human_priest,1,0,-1,-1,4
1,8,6,6,24,112,wc_u_dwarf_guardian,1,1,4,3,-1
1,8,6,6,24,122,wc_u_halfling_warrior,1,0,-1,-1,5
1,8,6,6,24,132,wc_u_elf_ranger,1,0,-1,-1,0
1,8,6,6,24,137,wc_u_halfling_ranger,1,0,-1,-1,7
1,8,6,6,24,178,wc_u_human_warrior,1,1,3,1,-1
1,8,7,6,11,8,wc_u_dwarf_guardian,2,1,3,3,-1
1,8,7,6,11,16,wc_u_orc_rogue,1,0,-1,-1,1
1,8,7,6,11,24,wc_u_halfling_warrior,2,1,2,3,-1
1,8,7,6,11,35,wc_u_human_priest,2,0,-1,-1,0
1,8,7,6,11,43,wc_u_human_guardian,2,1,4,3,-1
1,8,7,6,11,113,wc_u_orc_guardian,2,1,3,2,-1
1,8,7,6,11,118,wc_u_halfling_ranger,2,1,1,0,-1
1,8,7,6,11,125,wc_u_elf_ranger,1,0,-1,-1,3
1,8,7,6,11,142,wc_u_halfling_warrior,2,1,5,3,-1
1,8,7,6,11,149,wc_u_orc_rogue,1,0,-1,-1,7
1,8,7,6,11,196,wc_u_dwarf_priest,1,0,-1,-1,2
1,8,7,6,11,199,wc_u_halfling_rogue,1,0,-1,-1,4
1,8,7,6,11,204,wc_u_dwarf_priest,1,0,-1,-1,5
1,9,0,6,10,1,wc_u_dwarf_guardian,1,0,-1,-1,4
1,9,0,6,10,9,wc_u_halfling_ranger,2,1,2,0,-1
1,9,0,6,10,27,wc_u_human_priest,1,0,-1,-1,0
1,9,0,6,10,36,wc_u_human_guardian,2,1,4,3,-1
1,9,0,6,10,52,wc_u_halfling_warrior,2,1,3,2,-1
1,9,0,6,10,66,wc_u_halfling_ranger,1,0,-1,-1,3
1,9,0,6,10,70,wc_u_orc_warrior,2,1,3,3,-1
1,9,0,6,10,127,wc_u_halfling_rogue,2,1,5,3,-1
1,9,0,6,10,181,wc_u_elf_ranger,2,1,3,0,-1
1,9,0,6,10,200,wc_u_orc_warrior,1,0,-1,-1,5
1,9,0,6,10,222,wc_u_halfling_warrior,1,0,-1,-1,6
1,9,0,6,10,224,wc_u_dwarf_ranger,1,0,-1,-1,1
1,9,0,6,10,227,wc_u_dragonkin_guardian,1,0,-1,-1,2
1,9,1,6,15,2,wc_u_halfling_warrior,2,1,3,3,-1
1,9,1,6,15,10,wc_u_halfling_rogue,1,0,-1,-1,0
1,9,1,6,15,18,wc_u_elf_ranger,2,1,4,1,-1
1,9,1,6,15,37,wc_u_elf_rogue,1,1,3,2,-1
1,9,1,6,15,53,wc_u_halfling_ranger,1,0,-1,-1,2
1,9,1,6,15,63,wc_u_human_priest,2,0,-1,-1,3
1,9,1,6,15,115,wc_u_dwarf_guardian,2,1,4,3,-1
1,9,1,6,15,135,wc_u_orc_rogue,1,1,0,2,-1
1,9,1,6,15,158,wc_u_elf_priest,2,0,-1,-1,1
1,9,1,6,15,176,wc_u_human_warrior,1,1,7,3,-1
1,9,1,6,15,197,wc_u_dwarf_guardian,1,0,-1,-1,4
1,9,1,6,15,201,wc_u_halfling_warrior,1,0,-1,-1,5
1,9,1,6,15,207,wc_u_dwarf_priest,1,0,-1,-1,6
1,9,1,6,15,213,wc_u_dwarf_ranger,1,0,-1,-1,7
1,9,2,6,23,3,wc_u_dwarf_guardian,2,1,3,3,-1
1,9,2,6,23,29,wc_u_halfling_ranger,1,0,-1,-1,0
1,9,2,6,23,44,wc_u_dwarf_priest,1,0,-1,-1,2
1,9,2,6,23,49,wc_u_human_priest,2,1,4,2,-1
1,9,2,6,23,58,wc_u_halfling_warrior,2,1,4,3,-1
1,9,2,6,23,71,wc_u_orc_warrior,1,0,-1,-1,4
1,9,2,6,23,109,wc_u_human_guardian,1,1,2,3,-1
1,9,2,6,23,139,wc_u_halfling_warrior,1,0,-1,-1,7
1,9,2,6,23,162,wc_u_dwarf_warrior,1,0,-1,-1,1
1,9,2,6,23,170,wc_u_orc_guardian,1,1,3,2,-1
1,9,2,6,23,182,wc_u_halfling_ranger,1,0,-1,-1,6
1,9,2,6,23,188,wc_u_halfling_warrior,1,0,-1,-1,5
1,9,2,6,23,198,wc_u_elf_ranger,2,1,3,1,-1
1,9,2,6,23,211,wc_u_orc_warrior,1,0,-1,-1,3
1,9,3,6,20,4,wc_u_dwarf_warrior,1,1,1,3,-1
1,9,3,6,20,12,wc_u_orc_warrior,1,1,4,3,-1
1,9,3,6,20,20,wc_u_halfling_warrior,2,1,5,3,-1
1,9,3,6,20,30,wc_u_halfling_mage,1,0,-1,-1,0
1,9,3,6,20,39,wc_u_dwarf_ranger,1,0,-1,-1,1
1,9,3,6,20,59,wc_u_halfling_ranger,1,0,-1,-1,3
1,9,3,6,20,77,wc_u_human_warrior,1,1,3,2,-1
1,9,3,6,20,96,wc_u_human_guardian,1,0,-1,-1,4
1,9,3,6,20,101,wc_u_dwarf_guardian,2,1,3,3,-1
1,9,3,6,20,104,wc_u_dragonkin_ranger,1,0,-1,-1,5
1,9,3,6,20,110,wc_u_orc_rogue,1,1,2,3,-1
1,9,3,6,20,124,wc_u_human_mage,1,0,-1,-1,6
1,9,3,6,20,171,wc_u_elf_priest,2,0,-1,-1,2
1,9,3,6,20,209,wc_u_halfling_rogue,1,0,-1,-1,7
1,9,4,6,22,5,wc_u_human_guardian,1,1,4,3,-1
1,9,4,6,22,13,wc_u_orc_rogue,1,1,2,0,-1
1,9,4,6,22,21,wc_u_halfling_ranger,2,1,3,0,-1
1,9,4,6,22,31,wc_u_dwarf_priest,1,0,-1,-1,0
1,9,4,6,22,40,wc_u_dwarf_ranger,1,1,0,0,-1
1,9,4,6,22,50,wc_u_elf_ranger,1,0,-1,-1,2
1,9,4,6,22,60,wc_u_halfling_mage,2,1,3,1,-1
1,9,4,6,22,64,wc_u_elf_priest,1,0,-1,-1,3
1,9,4,6,22,78,wc_u_dwarf_guardian,1,1,3,3,-1
1,9,4,6,22,97,wc_u_dwarf_priest,1,0,-1,-1,4
1,9,4,6,22,102,wc_u_halfling_ranger,1,0,-1,-1,5
1,9,4,6,22,106,wc_u_dragonkin_priest,1,0,-1,-1,7
1,9,4,6,22,183,wc_u_halfling_warrior,1,0,-1,-1,1
1,9,4,6,22,185,wc_u_halfling_ranger,1,0,-1,-1,6
1,9,5,6,15,6,wc_u_human_warrior,1,0,-1,-1,3
1,9,5,6,15,22,wc_u_halfling_warrior,2,1,3,3,-1
1,9,5,6,15,32,wc_u_halfling_ranger,2,1,1,0,-1
1,9,5,6,15,41,wc_u_orc_guardian,1,1,4,3,-1
1,9,5,6,15,73,wc_u_dwarf_guardian,2,1,5,3,-1
1,9,5,6,15,82,wc_u_orc_warrior,1,1,2,3,-1
1,9,5,6,15,136,wc_u_orc_warrior,1,0,-1,-1,5
1,9,5,6,15,140,wc_u_halfling_warrior,1,0,-1,-1,6
1,9,5,6,15,164,wc_u_halfling_ranger,1,0,-1,-1,0
1,9,5,6,15,173,wc_u_halfling_ranger,1,0,-1,-1,2
1,9,5,6,15,195,wc_u_dwarf_ranger,1,1,3,0,-1
1,9,5,6,15,212,wc_u_dwarf_warrior,1,0,-1,-1,4
1,9,5,6,15,214,wc_u_halfling_mage,1,0,-1,-1,1
1,9,5,6,15,217,wc_u_halfling_warrior,1,0,-1,-1,7
1,9,6,6,26,7,wc_u_human_guardian,2,1,3,3,-1
1,9,6,6,26,23,wc_u_halfling_warrior,2,1,3,2,-1
1,9,6,6,26,42,wc_u_orc_warrior,1,0,-1,-1,6
1,9,6,6,26,47,wc_u_dwarf_ranger,1,1,2,0,-1
1,9,6,6,26,61,wc_u_halfling_mage,2,1,2,1,-1
1,9,6,6,26,74,wc_u_halfling_ranger,1,0,-1,-1,1
1,9,6,6,26,98,wc_u_human_priest,1,0,-1,-1,3
1,9,6,6,26,103,wc_u_human_priest,1,0,-1,-1,4
1,9,6,6,26,112,wc_u_dwarf_guardian,1,1,4,3,-1
1,9,6,6,26,122,wc_u_halfling_warrior,1,0,-1,-1,5
1,9,6,6,26,132,wc_u_elf_ranger,1,0,-1,-1,0
1,9,6,6,26,137,wc_u_halfling_ranger,1,0,-1,-1,7
1,9,6,6,26,178,wc_u_human_warrior,1,1,3,1,-1
1,9,6,6,26,220,wc_u_orc_guardian,1,0,-1,-1,2
1,9,7,6,17,8,wc_u_dwarf_guardian,2,1,3,3,-1
1,9,7,6,17,16,wc_u_orc_rogue,1,0,-1,-1,1
1,9,7,6,17,24,wc_u_halfling_warrior,2,1,2,3,-1
1,9,7,6,17,35,wc_u_human_priest,2,0,-1,-1,0
1,9,7,6,17,43,wc_u_human_guardian,2,1,4,3,-1
1,9,7,6,17,113,wc_u_orc_guardian,2,1,3,2,-1
1,9,7,6,17,118,wc_u_halfling_ranger,2,1,1,0,-1
1,9,7,6,17,125,wc_u_elf_ranger,1,0,-1,-1,3
1,9,7,6,17,142,wc_u_halfling_warrior,2,1,5,3,-1
1,9,7,6,17,149,wc_u_orc_rogue,1,0,-1,-1,7
1,9,7,6,17,196,wc_u_dwarf_priest,1,0,-1,-1,2
1,9,7,6,17,199,wc_u_halfling_rogue,1,0,-1,-1,4
1,9,7,6,17,204,wc_u_dwarf_priest,1,0,-1,-1,5
1,9,7,6,17,216,wc_u_elf_ranger,1,0,-1,-1,6
1,10,0,6,13,1,wc_u_dwarf_guardian,1,0,-1,-1,4
1,10,0,6,13,9,wc_u_halfling_ranger,2,0,-1,-1,6
1,10,0,6,13,27,wc_u_human_priest,1,0,-1,-1,0
1,10,0,6,13,36,wc_u_human_guardian,2,1,4,3,-1
1,10,0,6,13,52,wc_u_halfling_warrior,2,1,3,2,-1
1,10,0,6,13,66,wc_u_halfling_ranger,1,0,-1,-1,3
1,10,0,6,13,70,wc_u_orc_warrior,2,1,3,3,-1
1,10,0,6,13,127,wc_u_halfling_rogue,2,1,5,3,-1
1,10,0,6,13,181,wc_u_elf_ranger,2,1,3,0,-1
1,10,0,6,13,200,wc_u_orc_warrior,1,0,-1,-1,5
1,10,0,6,13,222,wc_u_halfling_warrior,2,1,2,3,-1
1,10,0,6,13,243,wc_u_human_priest,1,0,-1,-1,1
1,10,0,6,13,244,wc_u_halfling_mage,1,0,-1,-1,2
1,10,0,6,13,245,wc_u_human_mage,1,0,-1,-1,7
1,10,1,6,22,2,wc_u_halfling_warrior,2,1,3,3,-1
1,10,1,6,22,10,wc_u_halfling_rogue,1,0,-1,-1,0
1,10,1,6,22,18,wc_u_elf_ranger,2,1,4,1,-1
1,10,1,6,22,37,wc_u_elf_rogue,1,1,3,2,-1
1,10,1,6,22,53,wc_u_halfling_ranger,1,0,-1,-1,2
1,10,1,6,22,63,wc_u_human_priest,2,0,-1,-1,3
1,10,1,6,22,115,wc_u_dwarf_guardian,2,1,4,3,-1
1,10,1,6,22,135,wc_u_orc_rogue,1,1,0,2,-1
1,10,1,6,22,158,wc_u_elf_priest,2,0,-1,-1,1
1,10,1,6,22,176,wc_u_human_warrior,1,1,7,3,-1
1,10,1,6,22,197,wc_u_dwarf_guardian,1,0,-1,-1,4
1,10,1,6,22,201,wc_u_halfling_warrior,1,0,-1,-1,5
1,10,1,6,22,207,wc_u_dwarf_priest,1,0,-1,-1,6
1,10,1,6,22,213,wc_u_dwarf_ranger,1,0,-1,-1,7
1,10,2,6,23,3,wc_u_dwarf_guardian,2,1,3,3,-1
