fight,subject,pressure,star,seed,subject_side,side,formation,instance,unit_id,cost,copies,purchase_gold,local_col,local_row,combat_col,combat_row,initiative,max_health,basic_damage,armor,resistance,basic_bonus_bp,skill_bonus_bp,all_bonus_bp,rate_bonus_bp,support_bonus_bp,movement_bonus_bp
35,Neris_Mage4,Control_mixed,1,2207,0,1,Control_mixed,74448898,wc_u_orc_guardian,2,1,2,4,3,3,4,6,112000,4500,45,20,0,0,0,0,0,0
35,Neris_Mage4,Control_mixed,1,2207,0,1,Control_mixed,74448899,wc_u_halfling_rogue,2,1,2,2,3,5,4,2,66000,5800,12,12,0,0,0,1500,0,1000
35,Neris_Mage4,Control_mixed,1,2207,0,1,Control_mixed,74448900,wc_u_elf_rogue,3,1,3,6,3,1,4,9,79000,7400,18,12,0,0,0,2500,0,0
35,Neris_Mage4,Control_mixed,1,2207,0,1,Control_mixed,74448901,wc_u_elf_mage,3,1,3,3,1,4,6,4,69000,4800,8,30,0,0,0,1000,0,0
35,Neris_Mage4,Control_mixed,1,2207,0,1,Control_mixed,74448902,wc_u_halfling_ranger,1,1,1,5,1,2,6,3,59000,4900,8,10,0,0,0,0,0,1000
36,Neris_Mage4,Control_mixed,1,2207,1,0,Control_mixed,75497473,wc_u_dwarf_guardian,1,1,1,3,3,3,3,7,110000,4400,55,10,0,0,0,0,0,0
36,Neris_Mage4,Control_mixed,1,2207,1,0,Control_mixed,75497474,wc_u_orc_guardian,2,1,2,4,3,4,3,11,112000,4500,45,20,0,0,0,0,0,0
36,Neris_Mage4,Control_mixed,1,2207,1,0,Control_mixed,75497475,wc_u_halfling_rogue,2,1,2,2,3,2,3,5,66000,5800,12,12,0,0,0,1500,0,1000
36,Neris_Mage4,Control_mixed,1,2207,1,0,Control_mixed,75497476,wc_u_elf_rogue,3,1,3,6,3,6,3,8,79000,7400,18,12,0,0,0,2500,0,0
36,Neris_Mage4,Control_mixed,1,2207,1,0,Control_mixed,75497477,wc_u_elf_mage,3,1,3,3,1,3,1,1,69000,4800,8,30,0,0,0,1000,0,0
36,Neris_Mage4,Control_mixed,1,2207,1,0,Control_mixed,75497478,wc_u_halfling_ranger,1,1,1,5,1,5,1,0,59000,4900,8,10,0,0,0,0,0,1000
36,Neris_Mage4,Control_mixed,1,2207,1,1,Neris_Mage4,76546049,wc_u_human_guardian,1,1,1,3,3,4,4,10,115500,4800,50,15,0,0,0,0,0,0
36,Neris_Mage4,Control_mixed,1,2207,1,1,Neris_Mage4,76546050,wc_u_dwarf_guardian,1,1,1,4,3,3,4,6,110000,4400,55,10,0,0,0,0,0,0
36,Neris_Mage4,Control_mixed,1,2207,1,1,Neris_Mage4,76546051,wc_u_human_mage,2,1,2,1,1,6,6,2,68200,4500,8,20,0,4000,0,0,0,0
36,Neris_Mage4,Control_mixed,1,2207,1,1,Neris_Mage4,76546052,wc_u_orc_mage,3,1,3,3,1,4,6,9,75000,5000,12,25,0,4000,0,0,0,0
36,Neris_Mage4,Control_mixed,1,2207,1,1,Neris_Mage4,76546053,wc_u_elf_mage,3,1,3,4,1,3,6,4,69000,4800,8,30,0,4000,0,0,0,0
36,Neris_Mage4,Control_mixed,1,2207,1,1,Neris_Mage4,76546054,wc_u_halfling_mage,2,1,2,6,1,1,6,3,57000,4200,8,20,0,4000,0,0,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,0,Neris_Mage4,77594625,wc_u_human_guardian,1,1,1,3,3,3,3,1,115500,4800,50,15,0,0,0,0,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,0,Neris_Mage4,77594626,wc_u_dwarf_guardian,1,1,1,4,3,4,3,9,110000,4400,55,10,0,0,0,0,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,0,Neris_Mage4,77594627,wc_u_human_mage,2,1,2,1,1,1,1,10,68200,4500,8,20,0,4000,0,0,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,0,Neris_Mage4,77594628,wc_u_orc_mage,3,1,3,3,1,3,1,0,75000,5000,12,25,0,4000,0,0,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,0,Neris_Mage4,77594629,wc_u_elf_mage,3,1,3,4,1,4,1,7,69000,4800,8,30,0,4000,0,0,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,0,Neris_Mage4,77594630,wc_u_halfling_mage,2,1,2,6,1,6,1,3,57000,4200,8,20,0,4000,0,0,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,1,Control_mixed,78643201,wc_u_dwarf_guardian,1,1,1,3,3,4,4,4,110000,4400,55,10,0,0,0,0,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,1,Control_mixed,78643202,wc_u_orc_guardian,2,1,2,4,3,3,4,5,112000,4500,45,20,0,0,0,0,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,1,Control_mixed,78643203,wc_u_halfling_rogue,2,1,2,2,3,5,4,8,66000,5800,12,12,0,0,0,1500,0,1000
37,Neris_Mage4,Control_mixed,1,3301,0,1,Control_mixed,78643204,wc_u_elf_rogue,3,1,3,6,3,1,4,2,79000,7400,18,12,0,0,0,2500,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,1,Control_mixed,78643205,wc_u_elf_mage,3,1,3,3,1,4,6,6,69000,4800,8,30,0,0,0,1000,0,0
37,Neris_Mage4,Control_mixed,1,3301,0,1,Control_mixed,78643206,wc_u_halfling_ranger,1,1,1,5,1,2,6,11,59000,4900,8,10,0,0,0,0,0,1000
38,Neris_Mage4,Control_mixed,1,3301,1,0,Control_mixed,79691777,wc_u_dwarf_guardian,1,1,1,3,3,3,3,1,110000,4400,55,10,0,0,0,0,0,0
38,Neris_Mage4,Control_mixed,1,3301,1,0,Control_mixed,79691778,wc_u_orc_guardian,2,1,2,4,3,4,3,9,112000,4500,45,20,0,0,0,0,0,0
38,Neris_Mage4,Control_mixed,1,3301,1,0,Control_mixed,79691779,wc_u_halfling_rogue,2,1,2,2,3,2,3,10,66000,5800,12,12,0,0,0,1500,0,1000
38,Neris_Mage4,Control_mixed,1,3301,1,0,Control_mixed,79691780,wc_u_elf_rogue,3,1,3,6,3,6,3,0,79000,7400,18,12,0,0,0,2500,0,0
38,Neris_Mage4,Control_mixed,1,3301,1,0,Control_mixed,79691781,wc_u_elf_mage,3,1,3,3,1,3,1,7,69000,4800,8,30,0,0,0,1000,0,0
38,Neris_Mage4,Control_mixed,1,3301,1,0,Control_mixed,79691782,wc_u_halfling_ranger,1,1,1,5,1,5,1,3,59000,4900,8,10,0,0,0,0,0,1000
38,Neris_Mage4,Control_mixed,1,3301,1,1,Neris_Mage4,80740353,wc_u_human_guardian,1,1,1,3,3,4,4,4,115500,4800,50,15,0,0,0,0,0,0
38,Neris_Mage4,Control_mixed,1,3301,1,1,Neris_Mage4,80740354,wc_u_dwarf_guardian,1,1,1,4,3,3,4,5,110000,4400,55,10,0,0,0,0,0,0
38,Neris_Mage4,Control_mixed,1,3301,1,1,Neris_Mage4,80740355,wc_u_human_mage,2,1,2,1,1,6,6,8,68200,4500,8,20,0,4000,0,0,0,0
38,Neris_Mage4,Control_mixed,1,3301,1,1,Neris_Mage4,80740356,wc_u_orc_mage,3,1,3,3,1,4,6,2,75000,5000,12,25,0,4000,0,0,0,0
38,Neris_Mage4,Control_mixed,1,3301,1,1,Neris_Mage4,80740357,wc_u_elf_mage,3,1,3,4,1,3,6,6,69000,4800,8,30,0,4000,0,0,0,0
38,Neris_Mage4,Control_mixed,1,3301,1,1,Neris_Mage4,80740358,wc_u_halfling_mage,2,1,2,6,1,1,6,11,57000,4200,8,20,0,4000,0,0,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,0,Neris_Mage4,81788929,wc_u_human_guardian,1,1,1,3,3,3,3,2,115500,4800,50,15,0,0,0,0,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,0,Neris_Mage4,81788930,wc_u_dwarf_guardian,1,1,1,4,3,4,3,9,110000,4400,55,10,0,0,0,0,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,0,Neris_Mage4,81788931,wc_u_human_mage,2,1,2,1,1,1,1,3,68200,4500,8,20,0,4000,0,0,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,0,Neris_Mage4,81788932,wc_u_orc_mage,3,1,3,3,1,3,1,0,75000,5000,12,25,0,4000,0,0,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,0,Neris_Mage4,81788933,wc_u_elf_mage,3,1,3,4,1,4,1,5,69000,4800,8,30,0,4000,0,0,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,0,Neris_Mage4,81788934,wc_u_halfling_mage,2,1,2,6,1,6,1,10,57000,4200,8,20,0,4000,0,0,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,1,Control_mixed,82837505,wc_u_dwarf_guardian,1,1,1,3,3,4,4,7,110000,4400,55,10,0,0,0,0,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,1,Control_mixed,82837506,wc_u_orc_guardian,2,1,2,4,3,3,4,11,112000,4500,45,20,0,0,0,0,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,1,Control_mixed,82837507,wc_u_halfling_rogue,2,1,2,2,3,5,4,1,66000,5800,12,12,0,0,0,1500,0,1000
39,Neris_Mage4,Control_mixed,1,4409,0,1,Control_mixed,82837508,wc_u_elf_rogue,3,1,3,6,3,1,4,4,79000,7400,18,12,0,0,0,2500,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,1,Control_mixed,82837509,wc_u_elf_mage,3,1,3,3,1,4,6,8,69000,4800,8,30,0,0,0,1000,0,0
39,Neris_Mage4,Control_mixed,1,4409,0,1,Control_mixed,82837510,wc_u_halfling_ranger,1,1,1,5,1,2,6,6,59000,4900,8,10,0,0,0,0,0,1000
40,Neris_Mage4,Control_mixed,1,4409,1,0,Control_mixed,83886081,wc_u_dwarf_guardian,1,1,1,3,3,3,3,2,110000,4400,55,10,0,0,0,0,0,0
40,Neris_Mage4,Control_mixed,1,4409,1,0,Control_mixed,83886082,wc_u_orc_guardian,2,1,2,4,3,4,3,9,112000,4500,45,20,0,0,0,0,0,0
40,Neris_Mage4,Control_mixed,1,4409,1,0,Control_mixed,83886083,wc_u_halfling_rogue,2,1,2,2,3,2,3,3,66000,5800,12,12,0,0,0,1500,0,1000
40,Neris_Mage4,Control_mixed,1,4409,1,0,Control_mixed,83886084,wc_u_elf_rogue,3,1,3,6,3,6,3,0,79000,7400,18,12,0,0,0,2500,0,0
40,Neris_Mage4,Control_mixed,1,4409,1,0,Control_mixed,83886085,wc_u_elf_mage,3,1,3,3,1,3,1,5,69000,4800,8,30,0,0,0,1000,0,0
40,Neris_Mage4,Control_mixed,1,4409,1,0,Control_mixed,83886086,wc_u_halfling_ranger,1,1,1,5,1,5,1,10,59000,4900,8,10,0,0,0,0,0,1000
40,Neris_Mage4,Control_mixed,1,4409,1,1,Neris_Mage4,84934657,wc_u_human_guardian,1,1,1,3,3,4,4,7,115500,4800,50,15,0,0,0,0,0,0
40,Neris_Mage4,Control_mixed,1,4409,1,1,Neris_Mage4,84934658,wc_u_dwarf_guardian,1,1,1,4,3,3,4,11,110000,4400,55,10,0,0,0,0,0,0
40,Neris_Mage4,Control_mixed,1,4409,1,1,Neris_Mage4,84934659,wc_u_human_mage,2,1,2,1,1,6,6,1,68200,4500,8,20,0,4000,0,0,0,0
40,Neris_Mage4,Control_mixed,1,4409,1,1,Neris_Mage4,84934660,wc_u_orc_mage,3,1,3,3,1,4,6,4,75000,5000,12,25,0,4000,0,0,0,0
40,Neris_Mage4,Control_mixed,1,4409,1,1,Neris_Mage4,84934661,wc_u_elf_mage,3,1,3,4,1,3,6,8,69000,4800,8,30,0,4000,0,0,0,0
40,Neris_Mage4,Control_mixed,1,4409,1,1,Neris_Mage4,84934662,wc_u_halfling_mage,2,1,2,6,1,1,6,6,57000,4200,8,20,0,4000,0,0,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,0,Neris_Mage4,85983233,wc_u_human_guardian,1,3,3,3,3,3,3,4,207900,8640,50,15,0,0,0,0,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,0,Neris_Mage4,85983234,wc_u_dwarf_guardian,1,3,3,4,3,4,3,8,198000,7920,55,10,0,0,0,0,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,0,Neris_Mage4,85983235,wc_u_human_mage,2,3,6,1,1,1,1,9,122760,8100,8,20,0,4000,0,0,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,0,Neris_Mage4,85983236,wc_u_orc_mage,3,3,9,3,1,3,1,7,135000,9000,12,25,0,4000,0,0,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,0,Neris_Mage4,85983237,wc_u_elf_mage,3,3,9,4,1,4,1,0,124200,8640,8,30,0,4000,0,0,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,0,Neris_Mage4,85983238,wc_u_halfling_mage,2,3,6,6,1,6,1,6,102600,7560,8,20,0,4000,0,0,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,1,Control_mixed,87031809,wc_u_dwarf_guardian,1,3,3,3,3,4,4,1,198000,7920,55,10,0,0,0,0,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,1,Control_mixed,87031810,wc_u_orc_guardian,2,3,6,4,3,3,4,10,201600,8100,45,20,0,0,0,0,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,1,Control_mixed,87031811,wc_u_halfling_rogue,2,3,6,2,3,5,4,3,118800,10440,12,12,0,0,0,1500,0,1000
41,Neris_Mage4,Control_mixed,2,1103,0,1,Control_mixed,87031812,wc_u_elf_rogue,3,3,9,6,3,1,4,11,142200,13320,18,12,0,0,0,2500,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,1,Control_mixed,87031813,wc_u_elf_mage,3,3,9,3,1,4,6,2,124200,8640,8,30,0,0,0,1000,0,0
41,Neris_Mage4,Control_mixed,2,1103,0,1,Control_mixed,87031814,wc_u_halfling_ranger,1,3,3,5,1,2,6,5,106200,8820,8,10,0,0,0,0,0,1000
42,Neris_Mage4,Control_mixed,2,1103,1,0,Control_mixed,88080385,wc_u_dwarf_guardian,1,3,3,3,3,3,3,4,198000,7920,55,10,0,0,0,0,0,0
42,Neris_Mage4,Control_mixed,2,1103,1,0,Control_mixed,88080386,wc_u_orc_guardian,2,3,6,4,3,4,3,8,201600,8100,45,20,0,0,0,0,0,0
42,Neris_Mage4,Control_mixed,2,1103,1,0,Control_mixed,88080387,wc_u_halfling_rogue,2,3,6,2,3,2,3,9,118800,10440,12,12,0,0,0,1500,0,1000
42,Neris_Mage4,Control_mixed,2,1103,1,0,Control_mixed,88080388,wc_u_elf_rogue,3,3,9,6,3,6,3,7,142200,13320,18,12,0,0,0,2500,0,0
42,Neris_Mage4,Control_mixed,2,1103,1,0,Control_mixed,88080389,wc_u_elf_mage,3,3,9,3,1,3,1,0,124200,8640,8,30,0,0,0,1000,0,0
42,Neris_Mage4,Control_mixed,2,1103,1,0,Control_mixed,88080390,wc_u_halfling_ranger,1,3,3,5,1,5,1,6,106200,8820,8,10,0,0,0,0,0,1000
42,Neris_Mage4,Control_mixed,2,1103,1,1,Neris_Mage4,89128961,wc_u_human_guardian,1,3,3,3,3,4,4,1,207900,8640,50,15,0,0,0,0,0,0
42,Neris_Mage4,Control_mixed,2,1103,1,1,Neris_Mage4,89128962,wc_u_dwarf_guardian,1,3,3,4,3,3,4,10,198000,7920,55,10,0,0,0,0,0,0
42,Neris_Mage4,Control_mixed,2,1103,1,1,Neris_Mage4,89128963,wc_u_human_mage,2,3,6,1,1,6,6,3,122760,8100,8,20,0,4000,0,0,0,0
42,Neris_Mage4,Control_mixed,2,1103,1,1,Neris_Mage4,89128964,wc_u_orc_mage,3,3,9,3,1,4,6,11,135000,9000,12,25,0,4000,0,0,0,0
42,Neris_Mage4,Control_mixed,2,1103,1,1,Neris_Mage4,89128965,wc_u_elf_mage,3,3,9,4,1,3,6,2,124200,8640,8,30,0,4000,0,0,0,0
42,Neris_Mage4,Control_mixed,2,1103,1,1,Neris_Mage4,89128966,wc_u_halfling_mage,2,3,6,6,1,1,6,5,102600,7560,8,20,0,4000,0,0,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,0,Neris_Mage4,90177537,wc_u_human_guardian,1,3,3,3,3,3,3,7,207900,8640,50,15,0,0,0,0,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,0,Neris_Mage4,90177538,wc_u_dwarf_guardian,1,3,3,4,3,4,3,11,198000,7920,55,10,0,0,0,0,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,0,Neris_Mage4,90177539,wc_u_human_mage,2,3,6,1,1,1,1,5,122760,8100,8,20,0,4000,0,0,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,0,Neris_Mage4,90177540,wc_u_orc_mage,3,3,9,3,1,3,1,8,135000,9000,12,25,0,4000,0,0,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,0,Neris_Mage4,90177541,wc_u_elf_mage,3,3,9,4,1,4,1,1,124200,8640,8,30,0,4000,0,0,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,0,Neris_Mage4,90177542,wc_u_halfling_mage,2,3,6,6,1,6,1,0,102600,7560,8,20,0,4000,0,0,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,1,Control_mixed,91226113,wc_u_dwarf_guardian,1,3,3,3,3,4,4,10,198000,7920,55,10,0,0,0,0,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,1,Control_mixed,91226114,wc_u_orc_guardian,2,3,6,4,3,3,4,6,201600,8100,45,20,0,0,0,0,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,1,Control_mixed,91226115,wc_u_halfling_rogue,2,3,6,2,3,5,4,2,118800,10440,12,12,0,0,0,1500,0,1000
43,Neris_Mage4,Control_mixed,2,2207,0,1,Control_mixed,91226116,wc_u_elf_rogue,3,3,9,6,3,1,4,9,142200,13320,18,12,0,0,0,2500,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,1,Control_mixed,91226117,wc_u_elf_mage,3,3,9,3,1,4,6,4,124200,8640,8,30,0,0,0,1000,0,0
43,Neris_Mage4,Control_mixed,2,2207,0,1,Control_mixed,91226118,wc_u_halfling_ranger,1,3,3,5,1,2,6,3,106200,8820,8,10,0,0,0,0,0,1000
44,Neris_Mage4,Control_mixed,2,2207,1,0,Control_mixed,92274689,wc_u_dwarf_guardian,1,3,3,3,3,3,3,7,198000,7920,55,10,0,0,0,0,0,0
44,Neris_Mage4,Control_mixed,2,2207,1,0,Control_mixed,92274690,wc_u_orc_guardian,2,3,6,4,3,4,3,11,201600,8100,45,20,0,0,0,0,0,0
44,Neris_Mage4,Control_mixed,2,2207,1,0,Control_mixed,92274691,wc_u_halfling_rogue,2,3,6,2,3,2,3,5,118800,10440,12,12,0,0,0,1500,0,1000
44,Neris_Mage4,Control_mixed,2,2207,1,0,Control_mixed,92274692,wc_u_elf_rogue,3,3,9,6,3,6,3,8,142200,13320,18,12,0,0,0,2500,0,0
44,Neris_Mage4,Control_mixed,2,2207,1,0,Control_mixed,92274693,wc_u_elf_mage,3,3,9,3,1,3,1,1,124200,8640,8,30,0,0,0,1000,0,0
44,Neris_Mage4,Control_mixed,2,2207,1,0,Control_mixed,92274694,wc_u_halfling_ranger,1,3,3,5,1,5,1,0,106200,8820,8,10,0,0,0,0,0,1000
44,Neris_Mage4,Control_mixed,2,2207,1,1,Neris_Mage4,93323265,wc_u_human_guardian,1,3,3,3,3,4,4,10,207900,8640,50,15,0,0,0,0,0,0
44,Neris_Mage4,Control_mixed,2,2207,1,1,Neris_Mage4,93323266,wc_u_dwarf_guardian,1,3,3,4,3,3,4,6,198000,7920,55,10,0,0,0,0,0,0
44,Neris_Mage4,Control_mixed,2,2207,1,1,Neris_Mage4,93323267,wc_u_human_mage,2,3,6,1,1,6,6,2,122760,8100,8,20,0,4000,0,0,0,0
44,Neris_Mage4,Control_mixed,2,2207,1,1,Neris_Mage4,93323268,wc_u_orc_mage,3,3,9,3,1,4,6,9,135000,9000,12,25,0,4000,0,0,0,0
44,Neris_Mage4,Control_mixed,2,2207,1,1,Neris_Mage4,93323269,wc_u_elf_mage,3,3,9,4,1,3,6,4,124200,8640,8,30,0,4000,0,0,0,0
44,Neris_Mage4,Control_mixed,2,2207,1,1,Neris_Mage4,93323270,wc_u_halfling_mage,2,3,6,6,1,1,6,3,102600,7560,8,20,0,4000,0,0,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,0,Neris_Mage4,94371841,wc_u_human_guardian,1,3,3,3,3,3,3,1,207900,8640,50,15,0,0,0,0,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,0,Neris_Mage4,94371842,wc_u_dwarf_guardian,1,3,3,4,3,4,3,9,198000,7920,55,10,0,0,0,0,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,0,Neris_Mage4,94371843,wc_u_human_mage,2,3,6,1,1,1,1,10,122760,8100,8,20,0,4000,0,0,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,0,Neris_Mage4,94371844,wc_u_orc_mage,3,3,9,3,1,3,1,0,135000,9000,12,25,0,4000,0,0,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,0,Neris_Mage4,94371845,wc_u_elf_mage,3,3,9,4,1,4,1,7,124200,8640,8,30,0,4000,0,0,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,0,Neris_Mage4,94371846,wc_u_halfling_mage,2,3,6,6,1,6,1,3,102600,7560,8,20,0,4000,0,0,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,1,Control_mixed,95420417,wc_u_dwarf_guardian,1,3,3,3,3,4,4,4,198000,7920,55,10,0,0,0,0,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,1,Control_mixed,95420418,wc_u_orc_guardian,2,3,6,4,3,3,4,5,201600,8100,45,20,0,0,0,0,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,1,Control_mixed,95420419,wc_u_halfling_rogue,2,3,6,2,3,5,4,8,118800,10440,12,12,0,0,0,1500,0,1000
45,Neris_Mage4,Control_mixed,2,3301,0,1,Control_mixed,95420420,wc_u_elf_rogue,3,3,9,6,3,1,4,2,142200,13320,18,12,0,0,0,2500,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,1,Control_mixed,95420421,wc_u_elf_mage,3,3,9,3,1,4,6,6,124200,8640,8,30,0,0,0,1000,0,0
45,Neris_Mage4,Control_mixed,2,3301,0,1,Control_mixed,95420422,wc_u_halfling_ranger,1,3,3,5,1,2,6,11,106200,8820,8,10,0,0,0,0,0,1000
46,Neris_Mage4,Control_mixed,2,3301,1,0,Control_mixed,96468993,wc_u_dwarf_guardian,1,3,3,3,3,3,3,1,198000,7920,55,10,0,0,0,0,0,0
46,Neris_Mage4,Control_mixed,2,3301,1,0,Control_mixed,96468994,wc_u_orc_guardian,2,3,6,4,3,4,3,9,201600,8100,45,20,0,0,0,0,0,0
46,Neris_Mage4,Control_mixed,2,3301,1,0,Control_mixed,96468995,wc_u_halfling_rogue,2,3,6,2,3,2,3,10,118800,10440,12,12,0,0,0,1500,0,1000
46,Neris_Mage4,Control_mixed,2,3301,1,0,Control_mixed,96468996,wc_u_elf_rogue,3,3,9,6,3,6,3,0,142200,13320,18,12,0,0,0,2500,0,0
46,Neris_Mage4,Control_mixed,2,3301,1,0,Control_mixed,96468997,wc_u_elf_mage,3,3,9,3,1,3,1,7,124200,8640,8,30,0,0,0,1000,0,0
46,Neris_Mage4,Control_mixed,2,3301,1,0,Control_mixed,96468998,wc_u_halfling_ranger,1,3,3,5,1,5,1,3,106200,8820,8,10,0,0,0,0,0,1000
46,Neris_Mage4,Control_mixed,2,3301,1,1,Neris_Mage4,97517569,wc_u_human_guardian,1,3,3,3,3,4,4,4,207900,8640,50,15,0,0,0,0,0,0
46,Neris_Mage4,Control_mixed,2,3301,1,1,Neris_Mage4,97517570,wc_u_dwarf_guardian,1,3,3,4,3,3,4,5,198000,7920,55,10,0,0,0,0,0,0
46,Neris_Mage4,Control_mixed,2,3301,1,1,Neris_Mage4,97517571,wc_u_human_mage,2,3,6,1,1,6,6,8,122760,8100,8,20,0,4000,0,0,0,0
46,Neris_Mage4,Control_mixed,2,3301,1,1,Neris_Mage4,97517572,wc_u_orc_mage,3,3,9,3,1,4,6,2,135000,9000,12,25,0,4000,0,0,0,0
46,Neris_Mage4,Control_mixed,2,3301,1,1,Neris_Mage4,97517573,wc_u_elf_mage,3,3,9,4,1,3,6,6,124200,8640,8,30,0,4000,0,0,0,0
46,Neris_Mage4,Control_mixed,2,3301,1,1,Neris_Mage4,97517574,wc_u_halfling_mage,2,3,6,6,1,1,6,11,102600,7560,8,20,0,4000,0,0,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,0,Neris_Mage4,98566145,wc_u_human_guardian,1,3,3,3,3,3,3,2,207900,8640,50,15,0,0,0,0,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,0,Neris_Mage4,98566146,wc_u_dwarf_guardian,1,3,3,4,3,4,3,9,198000,7920,55,10,0,0,0,0,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,0,Neris_Mage4,98566147,wc_u_human_mage,2,3,6,1,1,1,1,3,122760,8100,8,20,0,4000,0,0,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,0,Neris_Mage4,98566148,wc_u_orc_mage,3,3,9,3,1,3,1,0,135000,9000,12,25,0,4000,0,0,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,0,Neris_Mage4,98566149,wc_u_elf_mage,3,3,9,4,1,4,1,5,124200,8640,8,30,0,4000,0,0,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,0,Neris_Mage4,98566150,wc_u_halfling_mage,2,3,6,6,1,6,1,10,102600,7560,8,20,0,4000,0,0,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,1,Control_mixed,99614721,wc_u_dwarf_guardian,1,3,3,3,3,4,4,7,198000,7920,55,10,0,0,0,0,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,1,Control_mixed,99614722,wc_u_orc_guardian,2,3,6,4,3,3,4,11,201600,8100,45,20,0,0,0,0,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,1,Control_mixed,99614723,wc_u_halfling_rogue,2,3,6,2,3,5,4,1,118800,10440,12,12,0,0,0,1500,0,1000
47,Neris_Mage4,Control_mixed,2,4409,0,1,Control_mixed,99614724,wc_u_elf_rogue,3,3,9,6,3,1,4,4,142200,13320,18,12,0,0,0,2500,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,1,Control_mixed,99614725,wc_u_elf_mage,3,3,9,3,1,4,6,8,124200,8640,8,30,0,0,0,1000,0,0
47,Neris_Mage4,Control_mixed,2,4409,0,1,Control_mixed,99614726,wc_u_halfling_ranger,1,3,3,5,1,2,6,6,106200,8820,8,10,0,0,0,0,0,1000
48,Neris_Mage4,Control_mixed,2,4409,1,0,Control_mixed,100663297,wc_u_dwarf_guardian,1,3,3,3,3,3,3,2,198000,7920,55,10,0,0,0,0,0,0
48,Neris_Mage4,Control_mixed,2,4409,1,0,Control_mixed,100663298,wc_u_orc_guardian,2,3,6,4,3,4,3,9,201600,8100,45,20,0,0,0,0,0,0
48,Neris_Mage4,Control_mixed,2,4409,1,0,Control_mixed,100663299,wc_u_halfling_rogue,2,3,6,2,3,2,3,3,118800,10440,12,12,0,0,0,1500,0,1000
48,Neris_Mage4,Control_mixed,2,4409,1,0,Control_mixed,100663300,wc_u_elf_rogue,3,3,9,6,3,6,3,0,142200,13320,18,12,0,0,0,2500,0,0
48,Neris_Mage4,Control_mixed,2,4409,1,0,Control_mixed,100663301,wc_u_elf_mage,3,3,9,3,1,3,1,5,124200,8640,8,30,0,0,0,1000,0,0
